,금융회사,상품명,세전이자율,세후이자율,세후이자(예시),최고우대금리,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_km,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
233,제이티친애저축은행,정기예금,3.15%,2.66%,"799,470",3.15%,단리,36개월,2023-11-10,"경영기획부, 15990060",없음,제한없음,영업점,"-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
234,상상인저축은행,뱅뱅뱅369회전정기예금,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-05-08,"예금/대출 문의 : 1577-1771, 공시부서 : 경영기획팀",없음,제한없음,온라인,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
235,상상인저축은행,뱅뱅뱅369회전정기예금,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-05-08,"예금/대출 문의 : 1577-1771, 공시부서 : 경영기획팀",없음,제한없음,온라인,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
236,상상인저축은행,비대면369회전정기예금,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-05-08,"예금/대출 문의 : 1577-1771, 공시부서 : 경영기획팀",없음,제한없음,온라인,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
237,상상인저축은행,비대면369회전정기예금,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-05-08,"예금/대출 문의 : 1577-1771, 공시부서 : 경영기획팀",없음,제한없음,온라인,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
238,상상인저축은행,369회전정기예금E,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-05-08,"예금/대출 문의 : 1577-1771, 공시부서 : 경영기획팀",없음,제한없음,온라인,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
239,상상인저축은행,369회전정기예금E,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-05-08,"예금/대출 문의 : 1577-1771, 공시부서 : 경영기획팀",없음,제한없음,온라인,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
240,상상인플러스저축은행,비대면369회전정기예금,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-03-04,예적금 문의 16002100,없음,제한없음,온라인,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)","실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
241,상상인플러스저축은행,비대면369회전정기예금,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-03-04,예적금 문의 16002100,없음,제한없음,온라인,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)","실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
242,상상인플러스저축은행,크크크369회전정기예금,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-03-04,예적금 문의 16002100,없음,제한없음,온라인,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)","실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
243,상상인플러스저축은행,크크크369회전정기예금,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-03-04,예적금 문의 16002100,없음,제한없음,온라인,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)","실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
244,상상인플러스저축은행,369회전정기예금E,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-03-04,예적금 문의 16002100,없음,제한없음,온라인,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)","실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
245,상상인플러스저축은행,369회전정기예금E,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-03-04,예적금 문의 16002100,없음,제한없음,온라인,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)","실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
246,안양저축은행,비대면-정기예금,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-11-01,"영업지원팀, 031-463-7882 (예금문의 031-441-4141)",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",온라인,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지이율:
1개월미만: 계약일의 보통예금 금리, 
1개월이상 6개월미만: 약정이율의 50%, 
6개월이상 12개월미만: 약정이율의 60%, 12개월이상: 약정이율의 70%",3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
247,안양저축은행,비대면-정기예금,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-11-01,"영업지원팀, 031-463-7882 (예금문의 031-441-4141)",없음,"만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객",온라인,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지이율:
1개월미만: 계약일의 보통예금 금리, 
1개월이상 6개월미만: 약정이율의 50%, 
6개월이상 12개월미만: 약정이율의 60%, 12개월이상: 약정이율의 70%",3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
248,안양저축은행,정기예금,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-11-01,"영업지원팀, 031-463-7882 (예금문의 031-441-4141)",①가입기간 12개월 이상이면서 계약금액 10억이상(개인/법인/단체/가족합산),제한없음,모두가능,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지이율:
1개월미만: 계약일의 보통예금 금리, 
1개월이상 6개월미만: 약정이율의 50%, 
6개월이상 12개월미만: 약정이율의 60%, 12개월이상: 약정이율의 70%",3,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
249,안양저축은행,정기예금,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-11-01,"영업지원팀, 031-463-7882 (예금문의 031-441-4141)",①가입기간 12개월 이상이면서 계약금액 10억이상(개인/법인/단체/가족합산),제한없음,모두가능,"만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1%","중도해지이율:
1개월미만: 계약일의 보통예금 금리, 
1개월이상 6개월미만: 약정이율의 50%, 
6개월이상 12개월미만: 약정이율의 60%, 12개월이상: 약정이율의 70%",3,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
250,하나저축은행,정기예금,3.10%,2.62%,"823,413",3.20%,복리,36개월,2023-11-02,(예적금)수신기획팀 0222302562 (개인대출)리테일금융부 0222302817,* 최고우대금리 : 0.1% - 인터넷/스마트뱅킹/모바일브랜치 예금가입 : 0.1% ※ 단위는 연%p,제한없음,모두가능,"-1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리
-1개월 초과 : 현행 고시 보통예금 금리","1. 최저가입금액 : 10만원이상

2. 중도해지금리
-1개월미만 : 보통예금 금리 
-1개월이상 : 약정금리 * (경과월수 / 계약월수)*차등율
(최저금리 : 약정금리 * 50%)

-1개월이상~12개월미만(차등율:60%)
-12개월이상~24개월미만(차등율:70%)
-24개월이상(차등율:80%)",3,4,* 비대면 : 0.1%,,,,,,,0.1%,,,,,,,,,,,,,
251,하나저축은행,정기예금,3.10%,2.62%,"786,780",3.20%,단리,36개월,2023-11-02,(예적금)수신기획팀 0222302562 (개인대출)리테일금융부 0222302817,* 최고우대금리 : 0.1% - 인터넷/스마트뱅킹/모바일브랜치 예금가입 : 0.1% ※ 단위는 연%p,제한없음,모두가능,"-1개월 이내 : 약정금리와 현행 고시금리 중 낮은 금리
-1개월 초과 : 현행 고시 보통예금 금리","1. 최저가입금액 : 10만원이상

2. 중도해지금리
-1개월미만 : 보통예금 금리 
-1개월이상 : 약정금리 * (경과월수 / 계약월수)*차등율
(최저금리 : 약정금리 * 50%)

-1개월이상~12개월미만(차등율:60%)
-12개월이상~24개월미만(차등율:70%)
-24개월이상(차등율:80%)",3,7,* 비대면 : 0.1%,,,,,,,0.1%,,,,,,,,,,,,,
252,아이비케이저축은행,참기특한정기예금,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-11-07,"영업기획부,0517914393",없음,제한없음,모두가능,"-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율
-1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율",없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
253,아이비케이저축은행,참기특한정기예금,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-11-07,"영업기획부,0517914393",없음,제한없음,모두가능,"-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율
-1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율",없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
254,아이비케이저축은행,참기특한정기예금(비대면),3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-11-07,"영업기획부,0517914393",없음,제한없음,온라인,"-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율
-1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율",없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
255,아이비케이저축은행,참기특한정기예금(비대면),3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-11-07,"영업기획부,0517914393",없음,제한없음,온라인,"-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율
-1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율",없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
256,엠에스상호저축은행,정기예금,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-11-01,"기획회계팀,053-742-4411",없음,제한없음,영업점,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
257,엠에스상호저축은행,정기예금,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-11-01,"기획회계팀,053-742-4411",없음,제한없음,영업점,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
258,엠에스상호저축은행,e-정기예금,3.10%,2.62%,"823,413",3.10%,복리,36개월,2023-10-30,"기획회계팀,053-742-4411",없음,인터넷뱅킹 및 스마트폰 뱅킹 신청자,온라인,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
259,엠에스상호저축은행,e-정기예금,3.10%,2.62%,"786,780",3.10%,단리,36개월,2023-10-30,"기획회계팀,053-742-4411",없음,인터넷뱅킹 및 스마트폰 뱅킹 신청자,온라인,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
260,대아상호저축은행,정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-02,"김지수(수신, 0542809217)",없음,제한없음,영업점,"- 만기후 1개월 이내 : 약정금리 범위 내에서 동일 만기 현행 금리
- 만기후 1개월 초과 : 보통예금 이율 적용","예금자보호법에 따라 예금보험공사가 보호하되, 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
261,대아상호저축은행,정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-02,"김지수(수신, 0542809217)",없음,제한없음,영업점,"- 만기후 1개월 이내 : 약정금리 범위 내에서 동일 만기 현행 금리
- 만기후 1개월 초과 : 보통예금 이율 적용","예금자보호법에 따라 예금보험공사가 보호하되, 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
262,드림저축은행,인터넷정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-13,경영지원부 053-663-5027,-,-제한없음,온라인,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-인터넷 전용,3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
263,드림저축은행,인터넷정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-13,경영지원부 053-663-5027,-,-제한없음,온라인,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-인터넷 전용,3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
264,드림저축은행,정기예금,3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-13,경영지원부 053-663-5027,-,-제한없음,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
265,드림저축은행,정기예금,3.00%,2.54%,"795,675",3.00%,복리,36개월,2023-11-13,경영지원부 053-663-5027,-,-제한없음,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,3,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
266,드림저축은행,톡톡정기예금(비대면),3.00%,2.54%,"761,400",3.00%,단리,36개월,2023-11-13,경영지원부 053-663-5027,-,-제한없음,온라인,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-스마트폰 전용,3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
